Value Date,HY Excess Return
2015-09-16,0.474396339758458
2015-09-15,0.684243999373326
2015-09-14,0.363134161892331
2015-09-11,0.397269118151647
2015-09-10,0.571036106879155
2015-09-09,0.519645962424066
2015-09-08,0.337258614369146
2015-09-07,
2015-09-04,-0.148922197414098
2015-09-03,0.01384556994386
2015-09-02,-0.097707703543962
2015-09-01,-0.243294001994192
2015-08-31,-1.78048930876028
2015-08-28,-1.95661444782483
2015-08-27,-2.26601154412348
2015-08-26,-2.73492359358622
2015-08-25,-2.71473413023889
2015-08-24,-3.71470543759407
2015-08-21,-2.66388127894555
2015-08-20,-2.21344985418141
2015-08-19,-1.92321532348721
2015-08-18,-1.42661801993132
2015-08-17,-1.48169482405116
2015-08-14,-1.31092654638582
2015-08-13,-1.36433759096574
2015-08-12,-1.82005462435541
2015-08-11,-1.41948321477772
2015-08-10,-0.65363103978198
2015-08-07,-0.782603259679361
2015-08-06,-0.298549460836093
2015-08-05,0.136713762937626
2015-08-04,-0.041168734964701
2015-08-03,-0.270557706237687
2015-07-31,-1.14935672653974
2015-07-30,-0.89922146548947
2015-07-29,-1.1827876654182
2015-07-28,-1.66464463522931
2015-07-27,-1.87123207887358
2015-07-24,-1.29746151216026
2015-07-23,-1.12713072247758
2015-07-22,-0.918298778529026
2015-07-21,-0.481020521838124
2015-07-20,-0.059120115428638
2015-07-17,-0.041789452158476
2015-07-16,0.174202589186543
2015-07-15,0.107193462650472
2015-07-14,0.183476701773197
2015-07-13,0.286998850443836
2015-07-10,0.084346126086725
2015-07-09,-0.470075074236943
2015-07-08,-0.894160051325778
2015-07-07,-0.626160993709881
2015-07-06,-0.285289608954444
2015-07-03,
2015-07-02,0.378405466126114
2015-07-01,0.526875536806314
2015-06-30,-0.974199685860682
2015-06-29,-1.02275548180821
2015-06-26,-0.065297329185726
2015-06-25,-0.132534907556003
2015-06-24,-0.105751647806927
2015-06-23,0.079201452525172
2015-06-22,-0.021458463527251
2015-06-19,-0.462925626726404
2015-06-18,-0.343622081035617
2015-06-17,-0.542004777498656
2015-06-16,-0.567385233091455
2015-06-15,-0.33641839680542
2015-06-12,0.011958661466567
2015-06-11,0.077234298058543
2015-06-10,0.190384611130393
2015-06-09,-0.049981044776117
2015-06-08,0.08330359752663
2015-06-05,0.273633339138434
2015-06-04,0.207395867515041
2015-06-03,0.590606656671997
2015-06-02,0.435861098914603
2015-06-01,0.30318688164906
2015-05-29,0.296133123982854
2015-05-28,0.381328623758069
2015-05-27,0.457034524280629
2015-05-26,0.407409804489641
2015-05-25,
2015-05-22,0.632327802146324
2015-05-21,0.409707747461163
2015-05-20,0.480238301725963
2015-05-19,0.635766055860531
2015-05-18,0.534172561451207
2015-05-15,0.284258515091307
2015-05-14,0.41191419799365
2015-05-13,0.533472746379329
2015-05-12,0.361054343453958
2015-05-11,0.74435004049289
2015-05-08,0.355314649285404
2015-05-07,0.30778047661615
2015-05-06,0.524053341716465
2015-05-05,0.526387500061761
2015-05-04,0.386168097271983
2015-05-01,0.279887643144254
2015-04-30,1.38892072422151
2015-04-29,1.33747466441934
2015-04-28,1.31772063393451
2015-04-27,1.19798269684522
2015-04-24,1.11435296709345
2015-04-23,1.14319808564232
2015-04-22,1.2484550541829
2015-04-21,1.06849965467232
2015-04-20,0.957908559109039
2015-04-17,0.708368200541667
2015-04-16,0.84918249445213
2015-04-15,0.907778407948113
2015-04-14,0.773576941529025
2015-04-13,0.924789144909628
2015-04-10,0.905004319954015
2015-04-09,0.802678632190151
2015-04-08,0.57852281459449
2015-04-07,0.37500871142755
2015-04-06,0.077177443594306
2015-04-03,-0.328447846197895
2015-04-02,-0.017878067708386
2015-04-01,-0.187866967753076
2015-03-31,-1.09728898344225
2015-03-30,-0.987925935526136
2015-03-27,-1.14333253528773
2015-03-26,-0.98635200577309
2015-03-25,-1.14113654427567
2015-03-24,-1.3700224102343
2015-03-23,-1.35919280272449
2015-03-20,-1.38318408292451
2015-03-19,-1.29339861838632
2015-03-18,-1.74991308279202
2015-03-17,-1.25650874871183
2015-03-16,-0.9472698306518
2015-03-13,-0.774706803437951
2015-03-12,-0.505487294418586
2015-03-11,-0.483140710324936
2015-03-10,-0.568105508873232
2015-03-09,-0.012736366566567
2015-03-06,0.272234828301106
2015-03-05,0.054812425374519
2015-03-04,0.115675432652338
2015-03-03,0.331432399377916
2015-03-02,0.310551106807934
2015-02-27,3.44284218237309
2015-02-26,3.41258663855054
2015-02-25,3.00593471053863
2015-02-24,2.86877776486187
2015-02-23,2.97604555959998
2015-02-20,3.11872264372414
2015-02-19,2.92797367585897
2015-02-18,2.74568662760557
2015-02-17,2.9386315435547
2015-02-16,
2015-02-13,2.41093438187153
2015-02-12,2.23091906456777
2015-02-11,2.16572931147412
2015-02-10,2.17271360975666
2015-02-09,2.01801349425884
2015-02-06,1.96771906736473
2015-02-05,1.13214751031258
2015-02-04,0.846315074627931
2015-02-03,0.685158656015758
2015-02-02,0.022967999008653
2015-01-30,-1.27125429765318
2015-01-29,-0.968501314697191
2015-01-28,-1.09542202525686
2015-01-27,-0.946275884747713
2015-01-26,-0.895963009988182
2015-01-23,-1.07169020416536
2015-01-22,-0.959402290859843
2015-01-21,-1.30106057194309
2015-01-20,-1.46910746558767
2015-01-19,
2015-01-16,-1.5413702891937
2015-01-15,-1.67496822824834
2015-01-14,-1.49014195406721
2015-01-13,-0.985859061739138
2015-01-12,-0.874152120703439
2015-01-09,-0.593586669029267
2015-01-08,-0.515916157932364
2015-01-07,-1.08465368699721
2015-01-06,-1.31177805252408
2015-01-05,-0.676924776042005
2015-01-02,-0.143196072122597
2015-01-01,
2014-12-31,-1.29224099824171
2014-12-30,-1.20435400387034
2014-12-29,-1.11811288116496
2014-12-26,-1.03055513674246
2014-12-25,
2014-12-24,-1.03814402346878
2014-12-23,-1.09010526257014
2014-12-22,-1.51899053877647
2014-12-19,-1.76138064619274
2014-12-18,-2.02288540255714
2014-12-17,-3.36745309764748
2014-12-16,-4.29519641269803
2014-12-15,-3.53813650642223
2014-12-12,-3.19929190808185
2014-12-11,-2.31473721696288
2014-12-10,-2.15766343686676
2014-12-09,-1.55070612210895
2014-12-08,-0.804649321522706
2014-12-05,-0.409385029438796
2014-12-04,-0.619215390434108
2014-12-03,-0.533063076231598
2014-12-02,-0.586631601470693
2014-12-01,-0.61198715737138
2014-11-28,-1.35770354668416
2014-11-27,
2014-11-26,-1.01468869332486
2014-11-25,-0.971932840057219
2014-11-24,-0.901887705670195
2014-11-21,-0.955321233179758
2014-11-20,-1.23452868026407
2014-11-19,-1.05769302207876
2014-11-18,-0.91807938173373
2014-11-17,-0.636803886607038
2014-11-14,-0.546428309851146
2014-11-13,-0.250792855719697
2014-11-12,-0.093781593428566
2014-11-11,
2014-11-10,-0.061749104126198
2014-11-07,-0.259241709952491
2014-11-06,-0.016691283372504
2014-11-05,-0.091992897299242
2014-11-04,-0.185972283846878
2014-11-03,0.072550323021763
2014-10-31,0.345431383606233
2014-10-30,0.112409678637805
2014-10-29,0.228050532657668
2014-10-28,-0.051412084011354
2014-10-27,-0.159705650330031
2014-10-24,-0.056495910259578
2014-10-23,-0.060578046819663
2014-10-22,-0.316587106695589
2014-10-21,-0.537172148403015
2014-10-20,-1.21566513410733
2014-10-17,-1.23534072777698
2014-10-16,-2.49427039978613
2014-10-15,-2.8867242878006
2014-10-14,-1.83821154129146
2014-10-13,
2014-10-10,-1.1249448671951
2014-10-09,-0.591486013860173
2014-10-08,-0.378734814933813
2014-10-07,0.066563259330251
2014-10-06,0.480631116250378
2014-10-03,0.34271660607114
2014-10-02,-0.112052068312683
2014-10-01,-0.23850876205216
2014-09-30,-1.6804406253655
2014-09-29,-2.10706876870832
2014-09-26,-1.72133842766096
2014-09-25,-1.44864053374051
2014-09-24,-0.86703050944733
2014-09-23,-0.727595155174987
2014-09-22,-0.363580191549375
2014-09-19,-0.176730562315382
2014-09-18,-0.162787913336329
2014-09-17,-0.440941858929121
2014-09-16,-0.626568360811992
2014-09-15,-0.4799302901102
2014-09-12,-0.343060522112158
2014-09-11,-0.498067658372873
2014-09-10,-0.339922909592308
2014-09-09,-0.115879595911129
2014-09-08,-0.100134796318557
2014-09-05,-0.166291748361413
2014-09-04,0.080868399120479
2014-09-03,0.119459667545574
2014-09-02,0.214216011393683
2014-09-01,
2014-08-29,0.763801349950613
2014-08-28,0.742915756419474
2014-08-27,0.820023536441022
2014-08-26,0.900236609125792
2014-08-25,0.899552553152308
2014-08-22,0.85732993183854
2014-08-21,0.787541224459005
2014-08-20,0.798066825650049
2014-08-19,0.598732391355002
2014-08-18,0.420881738881229
2014-08-15,0.138757002884219
2014-08-14,0.166791117403636
2014-08-13,0.037842600070294
2014-08-12,-0.103866030953482
2014-08-11,-0.307011880017572
2014-08-08,-0.627694705090978
2014-08-07,-0.6242345519905
2014-08-06,-0.643504440812545
2014-08-05,-0.508061328394737
2014-08-04,-0.769438239309398
2014-08-01,-0.81633412734761
2014-07-31,-1.10913030958832
2014-07-30,-0.49319782904666
2014-07-29,-0.596889908044063
2014-07-28,-0.407454887136642
2014-07-25,-0.469200845555347
2014-07-24,-0.331657975162291
2014-07-23,-0.536655472698496
2014-07-22,-0.624019570389167
2014-07-21,-0.659884577414323
2014-07-18,-0.62375040992219
2014-07-17,-0.514524990341139
2014-07-16,-0.129953583102446
2014-07-15,-0.039439211075144
2014-07-14,0.035467924533272
2014-07-11,-0.116851580974501
2014-07-10,-0.107333318332203
2014-07-09,0.193061389772224
2014-07-08,0.296341435030495
2014-07-07,0.468923365266202
2014-07-04,
2014-07-03,0.476064679175392
2014-07-02,0.375889251716998
2014-07-01,0.165021322939226
2014-06-30,0.977215910173597
2014-06-27,1.02644214225301
2014-06-26,1.03042443954766
2014-06-25,1.16628949971251
2014-06-24,1.34500017748682
2014-06-23,1.44341206563372
2014-06-20,1.3833424901258
2014-06-19,1.27418041982462
2014-06-18,1.1803872396076
2014-06-17,1.28662185631022
2014-06-16,1.06979800906058
2014-06-13,1.00232802222356
2014-06-12,0.88275856703427
2014-06-11,1.01960002437825
2014-06-10,1.03364953215595
2014-06-09,0.882906975681154
2014-06-06,0.696424397334577
2014-06-05,0.472766148504227
2014-06-04,0.470558258153391
2014-06-03,0.438392571812352
2014-06-02,0.30273071859632
2014-05-30,0.149435704927437
2014-05-29,0.014024024890947
2014-05-28,-0.091733053476537
2014-05-27,0.086263912577358
2014-05-26,
2014-05-23,0.020036111900024
2014-05-22,0.096112329210802
2014-05-21,0.036166605599566
2014-05-20,-0.00955589241309
2014-05-19,0.056759213252327
2014-05-16,-0.0062121707205
2014-05-15,-0.06352790101501
2014-05-14,0.098179215305059
2014-05-13,0.259557276295427
2014-05-12,0.314568136317964
2014-05-09,0.116891694468924
2014-05-08,0.041542729062397
2014-05-07,0.049448634225051
2014-05-06,0.077465081710009
2014-05-05,0.054568933560048
2014-05-02,-0.0079362605012
2014-05-01,-0.076972658090209
2014-04-30,0.222510048054521
2014-04-29,0.328849202761933
2014-04-28,0.24185000120795
2014-04-25,0.20967576797418
2014-04-24,0.272891050454595
2014-04-23,0.218240419606444
2014-04-22,0.316629385027456
2014-04-21,0.249314753369197
2014-04-18,
2014-04-17,0.215841192404705
2014-04-16,-0.025273489403304
2014-04-15,-0.114085993077476
2014-04-14,-0.132529156030222
2014-04-11,-0.286627288372381
2014-04-10,-0.121799842450523
2014-04-09,0.004867431858983
2014-04-08,0.032794116027383
2014-04-07,0.071513715411993
2014-04-04,0.192928656193353
2014-04-03,0.343241806025058
2014-04-02,0.335779020961595
2014-04-01,0.136845237060147
2014-03-31,0.590730878554234
2014-03-28,0.50127852999226
2014-03-27,0.335410296549209
2014-03-26,0.400242915261916
2014-03-25,0.449852916174863
2014-03-24,0.449102223176805
2014-03-21,0.373033679414535
2014-03-20,0.296639376787353
2014-03-19,0.420297286146196
2014-03-18,-0.077182787315442
2014-03-17,-0.146963361788094
2014-03-14,-0.38514954699172
2014-03-13,-0.255249131766802
2014-03-12,-0.056747022579702
2014-03-11,0.120029991799699
2014-03-10,0.149032823069011
2014-03-07,0.221586843007339
2014-03-06,0.199237078536581
2014-03-05,0.13037988183295
2014-03-04,0.108833885284068
2014-03-03,-0.206883218372677
2014-02-28,1.78011841523098
2014-02-27,1.56695318213575
2014-02-26,1.55254109914076
2014-02-25,1.54250748572458
2014-02-24,1.54380069759855
2014-02-21,1.33379586026162
2014-02-20,1.26866408617818
2014-02-19,1.12092536660851
2014-02-18,0.876848446931291
2014-02-17,
2014-02-14,0.824811823047117
2014-02-13,0.698948871212643
2014-02-12,0.891014745114129
2014-02-11,0.622044603568402
2014-02-10,0.298233080306188
2014-02-07,0.14062686968623
2014-02-06,0.106092686490693
2014-02-05,-0.152887298320459
2014-02-04,-0.30304970390614
2014-02-03,-0.297413726884767
2014-01-31,-0.398625770787726
2014-01-30,-0.257494122620684
2014-01-29,-0.400635356836229
2014-01-28,-0.135340049749475
2014-01-27,-0.078503386835372
2014-01-24,-0.08623008607778
2014-01-23,0.351834283942929
2014-01-22,0.770750437577675
2014-01-21,0.587078718566625
2014-01-20,
2014-01-17,0.503465870585764
2014-01-16,0.485233840959731
2014-01-15,0.53471283144125
2014-01-14,0.350678107217667
2014-01-13,0.143328255711271
2014-01-10,0.181073360495204
2014-01-09,0.473882557860711
2014-01-08,0.528853027787821
2014-01-07,0.243216565149106
2014-01-06,0.150117766488709
2014-01-03,0.117447430265039
2014-01-02,0.018977359844876
2013-12-31,1.4111610294801
2013-12-30,1.27332416497372
2013-12-27,1.31285692190303
2013-12-26,1.28462314614426
2013-12-25,
2013-12-24,1.2542264050857
2013-12-23,1.06685813625192
2013-12-20,0.883831407719938
2013-12-19,0.854078924189472
2013-12-18,0.575587020963724
2013-12-17,0.493339985169416
2013-12-16,0.6417086046985
2013-12-13,0.567530568821264
2013-12-12,0.620176743772738
2013-12-11,0.567186860628395
2013-12-10,0.402061724447176
2013-12-09,0.514963870603155
2013-12-06,0.448877196691051
2013-12-05,0.332641356666282
2013-12-04,0.249417461059705
2013-12-03,0.121318513168387
2013-12-02,0.2079373546184
2013-11-29,0.710503073652068
2013-11-28,
2013-11-27,0.645841753674254
2013-11-26,0.47221581091707
2013-11-25,0.534735190894862
2013-11-22,0.40697641817305
2013-11-21,0.357696468794694
2013-11-20,0.467269378810767
2013-11-19,0.310727212134197
2013-11-18,0.13739182038894
2013-11-15,0.065293960631089
2013-11-14,-0.061932486683411
2013-11-13,-0.044655123639104
2013-11-12,0.211494479359008
2013-11-11,
2013-11-08,0.175457038822448
2013-11-07,0.10784590714799
2013-11-06,0.101961693255564
2013-11-05,0.205813235157554
2013-11-04,0.148482447596894
2013-11-01,0.224566781154881
2013-10-31,2.06680419391934
2013-10-30,2.01626833262447
2013-10-29,1.85119582934507
2013-10-28,1.84883926945986
2013-10-25,1.73895430542819
2013-10-24,1.78732703646812
2013-10-23,1.57196673830894
2013-10-22,1.57754233713112
2013-10-21,1.72752865156455
2013-10-18,1.47942693910595
2013-10-17,1.16602555241213
2013-10-16,1.12800183370871
2013-10-15,1.15061117467975
2013-10-14,
2013-10-11,0.912235047272341
2013-10-10,0.877956876695574
2013-10-09,0.658995101271143
2013-10-08,0.662638719328867
2013-10-07,0.567788698051317
2013-10-04,0.518506312846969
2013-10-03,0.253630149634178
2013-10-02,0.173641676040565
2013-10-01,0.19118282838403
2013-09-30,0.175202049730554
2013-09-27,0.359660129434553
2013-09-26,0.569552119257499
2013-09-25,0.50545953763735
2013-09-24,0.698364786316513
2013-09-23,0.914185932579257
2013-09-20,1.06119900977773
2013-09-19,1.08341160659631
2013-09-18,0.438557756354926
2013-09-17,0.863742337002065
2013-09-16,0.937189213093064
2013-09-13,0.804184134668756
2013-09-12,0.763394087529676
2013-09-11,0.643857312342092
2013-09-10,0.740523304983207
2013-09-09,0.523139079546285
2013-09-06,0.61832221145527
2013-09-05,0.770999627361458
2013-09-04,0.600321578286569
2013-09-03,0.430649387126548
2013-09-02,
2013-08-30,-0.114012425482133
2013-08-29,-0.213367329527303
2013-08-28,-0.198723435880478
2013-08-27,-0.382492718021944
2013-08-26,-0.109579740115486
2013-08-23,-0.133395218232722
2013-08-22,-0.011476304837067
2013-08-21,-0.140159185459408
2013-08-20,-0.250298164616639
2013-08-19,0.11562913318117
2013-08-16,0.117119788141953
2013-08-15,-0.074349422280044
2013-08-14,0.034069227255063
2013-08-13,0.055043931154245
2013-08-12,-0.259258975046822
2013-08-09,-0.344958062459379
2013-08-08,-0.363719265411497
2013-08-07,-0.380821025079461
2013-08-06,-0.153381635039131
2013-08-05,-0.063333946284695
2013-08-02,-0.158483692023745
2013-08-01,0.403722051152525
2013-07-31,1.87337974075259
2013-07-30,2.02706171409861
2013-07-29,1.94418277717584
2013-07-26,1.84874748151149
2013-07-25,2.11582018269959
2013-07-24,2.47011195268961
2013-07-23,2.57406171850035
2013-07-22,2.44421525802321
2013-07-19,2.30363145428968
2013-07-18,2.29077173876319
2013-07-17,1.81466727723893
2013-07-16,1.72408757243385
2013-07-15,1.53371137268431
2013-07-12,1.46629937859352
2013-07-11,1.07072439566273
2013-07-10,0.881052116121113
2013-07-09,0.607897513292338
2013-07-08,0.379328012112317
2013-07-05,0.752718630959825
2013-07-04,
2013-07-03,0.247291038930355
2013-07-02,0.191581430359658
2013-07-01,0.146801651753654
2013-06-28,-1.65414419143881
2013-06-27,-1.88650982971998
2013-06-26,-2.14430108394767
2013-06-25,-2.34166881182697
2013-06-24,-2.32346738508655
2013-06-21,-1.40206570149788
2013-06-20,-1.5112105540824
2013-06-19,-0.535394307909658
2013-06-18,-1.02703434328202
2013-06-17,-1.05923292584139
2013-06-14,-1.39139047683639
2013-06-13,-1.49201658196071
2013-06-12,-1.14152937280622
2013-06-11,-1.36252987565871
2013-06-10,-0.625514140353572
2013-06-07,-0.714161149184011
2013-06-06,-1.51357213878004
2013-06-05,-1.33410320412709
2013-06-04,-0.543088120410856
2013-06-03,-0.445956836994975
2013-05-31,0.595200615294058
2013-05-30,0.688028791423305
2013-05-29,0.70977668891749
2013-05-28,1.24960380752152
2013-05-27,
2013-05-24,0.916437096183487
2013-05-23,1.00534602156604
2013-05-22,1.38178728692369
2013-05-21,1.15518499326018
2013-05-20,1.17997316885531
2013-05-17,1.05796679680668
2013-05-16,0.833610630787704
2013-05-15,1.03648114531471
2013-05-14,1.1144032368861
2013-05-13,1.12648387109992
2013-05-10,1.3234859862113
2013-05-09,1.21936541677708
2013-05-08,1.16194765723282
2013-05-07,1.14716264489471
2013-05-06,0.943218315612326
2013-05-03,0.77504469366401
2013-05-02,0.261144978057944
2013-05-01,0.13040921429471
2013-04-30,1.24069161878051
2013-04-29,1.04681703045705
2013-04-26,0.814858034823476
2013-04-25,0.841183399023551
2013-04-24,0.642460093631522
2013-04-23,0.501570688104893
2013-04-22,0.318126143267729
2013-04-19,0.23235597993894
2013-04-18,0.14728092704786
2013-04-17,0.16410405751411
2013-04-16,0.266113085018615
2013-04-15,0.207845168585636
2013-04-12,0.360889202790051
2013-04-11,0.460151917956501
2013-04-10,0.294558533250832
2013-04-09,-0.049349598731252
2013-04-08,-0.177141610343632
2013-04-05,-0.362249994658462
2013-04-04,-0.136925624933389
2013-04-03,-0.000653305470579
2013-04-02,0.117134633061596
2013-04-01,-0.011285466229626
2013-03-29,0.875682468093949
2013-03-28,0.875682468093949
2013-03-27,0.768265396882832
2013-03-26,0.932240939454608
2013-03-25,0.964363210083985
2013-03-22,0.901665304956464
2013-03-21,0.938173607328109
2013-03-20,0.933825694588901
2013-03-19,0.825018040654488
2013-03-18,0.928610461863119
2013-03-15,1.05760027942738
2013-03-14,1.1133565115771
2013-03-13,1.00511510625954
2013-03-12,0.972477973883123
2013-03-11,0.990830112705517
2013-03-08,0.918560162255348
2013-03-07,0.724181938888156
2013-03-06,0.483633692697181
2013-03-05,0.263964091433696
2013-03-04,0.064239721353885
2013-03-01,-0.06395947343095
2013-02-28,0.030495611156864
2013-02-27,-0.073537950028824
2013-02-26,-0.213831429822869
2013-02-25,-0.080355498331404
2013-02-22,-0.022518410569496
2013-02-21,-0.067863300484578
2013-02-20,0.171356436822123
2013-02-19,0.143722902349756
2013-02-18,
2013-02-15,-0.024008355533676
2013-02-14,-0.100004479587486
2013-02-13,-0.002491494343292
2013-02-12,-0.278132430175286
2013-02-11,-0.419654846324212
2013-02-08,-0.465730020080261
2013-02-07,-0.451072113878294
2013-02-06,-0.302248120617144
2013-02-05,-0.143781862902914
2013-02-04,-0.179149413575378
2013-02-01,0.102375115207678
2013-01-31,1.87512979105309
2013-01-30,2.2084455308953
2013-01-29,2.38377525866939
2013-01-28,2.55001760650022
2013-01-25,2.44876509071784
2013-01-24,2.04828696961517
2013-01-23,1.93315369983915
2013-01-22,1.79456146188036
2013-01-21,
2013-01-18,1.73514142331222
2013-01-17,1.73909681937184
2013-01-16,1.44398817534398
2013-01-15,1.43370978803543
2013-01-14,1.58841227234982
2013-01-11,1.58419247355466
2013-01-10,1.56918625038004
2013-01-09,1.34010142549183
2013-01-08,1.26975289432881
2013-01-07,1.29268317888455
2013-01-04,1.16903363615012
2013-01-03,1.0419280837311
2013-01-02,0.652157266599038
2012-12-31,1.84439620095235
2012-12-28,1.77625351362091
2012-12-27,1.80910873392244
2012-12-26,1.95584037050107
2012-12-25,
2012-12-24,1.94824285471422
2012-12-21,1.85232296351116
2012-12-20,2.08292570635395
2012-12-19,2.05114761052286
2012-12-18,2.06653264666715
2012-12-17,1.80227575636261
2012-12-14,1.60058612300169
2012-12-13,1.67150902460271
2012-12-12,1.527333730717
2012-12-11,1.27871829238765
2012-12-10,1.01592315798616
2012-12-07,0.93557021617379
2012-12-06,0.674743343872237
2012-12-05,0.564319304165274
2012-12-04,0.30496024465677
2012-12-03,0.227949659851192
2012-11-30,0.355939539795685
2012-11-29,0.247296268677427
2012-11-28,-0.009263894313052
2012-11-27,0.028283362887321
2012-11-26,-0.079896855972201
2012-11-23,-0.170591137515898
2012-11-22,
2012-11-21,-0.288147605609171
2012-11-20,-0.492671786828806
2012-11-19,-0.7907013131001
2012-11-16,-1.20612100476295
2012-11-15,-1.0859656866493
2012-11-14,-0.684452996194002
2012-11-13,-0.577708225110399
2012-11-12,
2012-11-09,-0.384604031473678
2012-11-08,-0.071689873674529
2012-11-07,0.100437824663149
2012-11-06,0.543384481184757
2012-11-05,0.241062006218333
2012-11-02,0.317772543224294
2012-11-01,0.199868707042743
2012-10-31,1.04791475108656
2012-10-30,
2012-10-29,1.18244765043272
2012-10-26,1.31196643089173
2012-10-25,1.68236748786536
2012-10-24,1.4683648394555
2012-10-23,1.43399174273737
2012-10-22,1.80513763493598
2012-10-19,1.69302923712622
2012-10-18,1.87709287241386
2012-10-17,1.74645426391413
2012-10-16,1.24209709775781
2012-10-15,0.918080203401535
2012-10-12,0.745714576125928
2012-10-11,0.738480206708775
2012-10-10,0.564545035387221
2012-10-09,0.695408569302738
2012-10-08,
2012-10-05,0.734880992933468
2012-10-04,0.411953218264688
2012-10-03,0.15617337700331
2012-10-02,0.109726352897597
2012-10-01,0.096175912604103
2012-09-28,1.47476602329339
2012-09-27,1.43772280968522
2012-09-26,1.2090010067485
2012-09-25,1.93029226551308
2012-09-24,2.16001287465064
2012-09-21,2.38835839494401
2012-09-20,2.49959644285532
2012-09-19,2.6234762124419
2012-09-18,2.66017312118037
2012-09-17,2.6882299002813
2012-09-14,2.65767345166657
2012-09-13,1.96983849239212
2012-09-12,1.91819901429971
2012-09-11,1.42390079684811
2012-09-10,1.24365555075927
2012-09-07,1.00524342323087
2012-09-06,0.741561013831521
2012-09-05,0.295153055520323
2012-09-04,0.191051726133286
2012-09-03,
2012-08-31,1.15393231700874
2012-08-30,1.29642325958963
2012-08-29,1.42178743058946
2012-08-28,1.32868812395741
2012-08-27,1.34428613770876
2012-08-24,1.33049016683566
2012-08-23,1.26460237106331
2012-08-22,1.32403586800107
2012-08-21,1.52425565489968
2012-08-20,1.39426464139272
2012-08-17,1.29582434237956
2012-08-16,1.2934314012522
2012-08-15,1.24322253555373
2012-08-14,1.14558866389071
2012-08-13,0.999173581151825
2012-08-10,0.938247084478077
2012-08-09,1.13367897687026
2012-08-08,1.13617623264481
2012-08-07,1.0599752536645
2012-08-06,0.711864968580063
2012-08-03,0.597250401713806
2012-08-02,0.172115970571945
2012-08-01,0.313179048722022
2012-07-31,1.24727819512445
2012-07-30,1.10150866139997
2012-07-27,1.01205609446212
2012-07-26,0.47263168129912
2012-07-25,0.249112342333339
2012-07-24,0.288996370143918
2012-07-23,0.359102126160852
2012-07-20,0.620463692652837
2012-07-19,0.750129797062192
2012-07-18,0.453239553044026
2012-07-17,0.38183919788662
2012-07-16,0.209374108899518
2012-07-13,0.269043382071463
2012-07-12,0.218265831973145
2012-07-11,0.351037596271137
2012-07-10,0.2606691660774
2012-07-09,0.158185685475513
2012-07-06,0.196550270852582
2012-07-05,0.28498389944615
2012-07-04,
2012-07-03,0.272112411867082
2012-07-02,-0.021962423154353
2012-06-29,2.3121683095257
2012-06-28,1.71770631575481
2012-06-27,1.7521798809512
2012-06-26,1.63393336905221
2012-06-25,1.51524347025583
2012-06-22,1.79991390582537
2012-06-21,1.68973944628136
2012-06-20,1.66428607732006
2012-06-19,1.24500320062709
2012-06-18,0.707888415914679
2012-06-15,0.527849770338277
2012-06-14,0.494277521080964
2012-06-13,0.388308655246398
2012-06-12,0.438107146123786
2012-06-11,0.368407889343663
2012-06-08,0.265453112340236
2012-06-07,0.220006348508211
2012-06-06,-0.231258257561835
2012-06-05,-0.924929308015618
2012-06-04,-0.761801760647528
2012-06-01,-0.788936482502345
2012-05-31,-2.26135255346898
2012-05-30,-2.09245450245569
2012-05-29,-1.66495780219304
2012-05-28,
2012-05-25,-1.87376695073743
2012-05-24,-1.87900202741343
2012-05-23,-2.02247002935364
2012-05-22,-1.5920244570867
2012-05-21,-1.99331429987556
2012-05-18,-1.7509767037653
2012-05-17,-1.41880764985434
2012-05-16,-0.6357417696892
2012-05-15,-0.317489664362742
2012-05-14,-0.17565520427655
2012-05-11,0.173790995883406
2012-05-10,0.285737361455409
2012-05-09,0.155393779788284
2012-05-08,0.291187214315856
2012-05-07,0.404998625260794
2012-05-04,0.42282084709309
2012-05-03,0.499765785456511
2012-05-02,0.368888163727251
2012-05-01,0.380263438761981
2012-04-30,-0.049735313247534
2012-04-27,-0.143912588701983
2012-04-26,-0.305455158189154
2012-04-25,-0.318674905446663
2012-04-24,-0.627047249563428
2012-04-23,-0.888052832247603
2012-04-20,-0.708971106374849
2012-04-19,-0.821140360200624
2012-04-18,-0.792301496445781
2012-04-17,-0.753269598268158
2012-04-16,-1.03595392740102
2012-04-13,-1.00615296029961
2012-04-12,-0.908922336880674
2012-04-11,-1.16167917407204
2012-04-10,-1.21233807202504
2012-04-09,-0.844556489238646
2012-04-06,-0.526653771967548
2012-04-05,-0.1671530159603
2012-04-04,0.08044183457606
2012-04-03,0.345178857524673
2012-04-02,-0.01531260506898
2012-03-30,0.435459886489855
2012-03-29,0.24695827181224
2012-03-28,0.481774947186327
2012-03-27,0.477904520606632
2012-03-26,0.584335381862947
2012-03-23,0.501436860367205
2012-03-22,0.646860673168706
2012-03-21,0.838712676847991
2012-03-20,0.999426491041438
2012-03-19,1.08978093244054
2012-03-16,0.802152943472855
2012-03-15,0.738327315779281
2012-03-14,0.906939461005921
2012-03-13,0.339925954515543
2012-03-12,-0.019994789083637
2012-03-09,-0.100752827345994
2012-03-08,-0.302314928995088
2012-03-07,-0.600545933938522
2012-03-06,-0.810172967017742
2012-03-05,-0.013082039340791
2012-03-02,0.080430161208942
2012-03-01,0.208590163511477
2012-02-29,2.83983985720651
2012-02-28,2.5447976626495
2012-02-27,2.39272660169588
