Value Date,HY Excess Return
2012-02-24,2.47054230945517
2012-02-23,2.15482426141589
2012-02-22,1.9889210861929
2012-02-21,2.00355177390317
2012-02-20,
2012-02-17,1.69220498324577
2012-02-16,1.43930780952002
2012-02-15,1.33951017002203
2012-02-14,1.3594666198545
2012-02-13,1.48511579388471
2012-02-10,1.20363157560307
2012-02-09,1.63951753761634
2012-02-08,1.43670040053741
2012-02-07,1.21993661692388
2012-02-06,0.918121656684939
2012-02-03,0.892089030061586
2012-02-02,0.336753896723038
2012-02-01,0.293936113656768
2012-01-31,2.56497538925818
2012-01-30,2.55274874566156
2012-01-27,2.80419192928868
2012-01-26,2.78285507786131
2012-01-25,2.47155797573226
2012-01-24,2.48240732342963
2012-01-23,2.40214815744467
2012-01-20,2.06255276199347
2012-01-19,1.80694593706743
2012-01-18,1.26637899363198
2012-01-17,1.04600126710326
2012-01-16,
2012-01-13,0.927884901552696
2012-01-12,1.2724597865887
2012-01-11,1.13244681528506
2012-01-10,1.28441878728946
2012-01-09,1.06137785215311
2012-01-06,0.985631282010785
2012-01-05,0.941664594667832
2012-01-04,0.931861057890985
2012-01-03,0.699965886027152
2011-12-30,2.00545312499601
2011-12-29,2.01302049363047
2011-12-28,1.94958249894916
2011-12-27,2.10917181558363
2011-12-26,
2011-12-23,2.03318974407045
2011-12-22,1.66476087003384
2011-12-21,1.51066033817407
2011-12-20,1.27826010263233
2011-12-19,0.824429097437069
2011-12-16,0.781497161051809
2011-12-15,0.848426434410316
2011-12-14,0.843572727403107
2011-12-13,1.07022485121955
2011-12-12,1.06071648077435
2011-12-09,1.30269720655419
2011-12-08,1.16439391032462
2011-12-07,1.28268840423268
2011-12-06,1.37780656805723
2011-12-05,1.1431905799712
2011-12-02,0.679523985576671
2011-12-01,0.455236220290574
2011-11-30,-2.59291786069107
2011-11-29,-3.24772371104354
2011-11-28,-3.32245557229234
2011-11-25,-3.5721462893971
2011-11-24,
2011-11-23,-3.7578174044604
2011-11-22,-3.23102864136028
2011-11-21,-2.7858160595646
2011-11-18,-2.1472382996569
2011-11-17,-2.12375208875052
2011-11-16,-1.7841741041509
2011-11-15,-1.63118253746549
2011-11-14,-1.4300833640673
2011-11-11,
2011-11-10,-1.43389717878911
2011-11-09,-1.52544294682927
2011-11-08,-0.584076706305478
2011-11-07,-0.76056449094462
2011-11-04,-0.648133860388481
2011-11-03,-0.650754847206223
2011-11-02,-1.0322242889211
2011-11-01,-1.28979228720841
2011-10-31,6.30314286890789
2011-10-28,6.98013600563542
2011-10-27,7.03143782355375
2011-10-26,5.47347781564429
2011-10-25,5.11741216863913
2011-10-24,4.98714153903318
2011-10-21,4.31449615703731
2011-10-20,3.59075980605391
2011-10-19,3.28589557870343
2011-10-18,2.54424619186168
2011-10-17,2.52792819483795
2011-10-14,2.41029524795369
2011-10-13,1.87615266541104
2011-10-12,1.82646175215093
2011-10-11,0.663872198434161
2011-10-10,
2011-10-07,-0.33242036896739
2011-10-06,-1.08384998684247
2011-10-05,-2.31718136526486
2011-10-04,-2.86384188767911
2011-10-03,-1.29218661597377
2011-09-30,-3.87214055345294
2011-09-29,-3.02927337669139
2011-09-28,-2.47666402779404
2011-09-27,-2.07974681555276
2011-09-26,-2.48764584285732
2011-09-23,-2.57348703166443
2011-09-22,-2.49565266490618
2011-09-21,-1.11251059508416
2011-09-20,-0.965950248064003
2011-09-19,-1.06328362134144
2011-09-16,-0.524076376434014
2011-09-15,-0.698717660740015
2011-09-14,-1.02940613602624
2011-09-13,-1.26758412277785
2011-09-12,-1.35033937326377
2011-09-09,-0.842974442470996
2011-09-08,-0.465848308665054
2011-09-07,-0.462999027431786
2011-09-06,-0.978425987085949
2011-09-05,
2011-09-02,-0.217767667694013
2011-09-01,0.106132652810963
2011-08-31,-6.01504039568518
2011-08-30,-6.83630744760228
2011-08-29,-6.78731146837257
2011-08-26,-7.2969734227067
2011-08-25,-7.09032828829515
2011-08-24,-7.0841562956328
2011-08-23,-7.22334636984552
2011-08-22,-6.71995240218789
2011-08-19,-6.66919106668005
2011-08-18,-6.36884898280967
2011-08-17,-5.70843491141095
2011-08-16,-5.84623956047475
2011-08-15,-5.84913161145051
2011-08-12,-6.6014528023067
2011-08-11,-7.05944787745505
2011-08-10,-6.80243932070403
2011-08-09,-6.38095644560434
2011-08-08,-5.05124108100109
2011-08-05,-2.59419054892533
2011-08-04,-2.32283600882197
2011-08-03,-1.20164431746279
2011-08-02,-0.861847924547066
2011-08-01,-0.171890947530729
2011-07-29,-0.458932346504461
2011-07-28,0.160583252452845
2011-07-27,0.33097578712511
2011-07-26,0.287272166762727
2011-07-25,0.401665210602885
2011-07-22,0.239629584497455
2011-07-21,0.202709603657504
2011-07-20,-0.227728974597034
2011-07-19,-0.492271818325131
2011-07-18,-0.479232476846414
2011-07-15,-0.41161513374468
2011-07-14,-0.333826391402996
2011-07-13,-0.564883801035509
2011-07-12,-0.638628360997764
2011-07-11,-0.46098853098575
2011-07-08,0.158514218143045
2011-07-07,0.661742391275538
2011-07-06,0.147631908845255
2011-07-05,0.250725705505367
2011-07-04,
2011-07-01,0.311975374619589
2011-06-30,-0.775373746494846
2011-06-29,-1.35755783867756
2011-06-28,-1.80964377726417
2011-06-27,-2.32000925715522
2011-06-24,-2.44791389602452
2011-06-23,-2.31047537164633
2011-06-22,-1.90144432166846
2011-06-21,-2.05232039384493
2011-06-20,-2.14355359736042
2011-06-17,-1.9952521292754
2011-06-16,-2.02807454031673
2011-06-15,-1.4990837799977
2011-06-14,-0.947055859820637
2011-06-13,-1.26294511621051
2011-06-10,-1.18125967850602
2011-06-09,-1.03339189285808
2011-06-08,-1.03839141291146
2011-06-07,-0.638054918368162
2011-06-06,-0.516056205385871
2011-06-03,-0.491041208746965
2011-06-02,-0.181222468806168
2011-06-01,-0.23269977333636
2011-05-31,-0.812063494005172
2011-05-30,
2011-05-27,-0.832815670496824
2011-05-26,-0.817782640226871
2011-05-25,-0.528161615877726
2011-05-24,-0.406193728213705
2011-05-23,-0.374123511268326
2011-05-20,-0.197245609007371
2011-05-19,-0.136230572220658
2011-05-18,-0.136274666653018
2011-05-17,-0.308474301447681
2011-05-16,-0.1797627641518
2011-05-13,-0.123529980283188
2011-05-12,-0.010181120193351
2011-05-11,-0.080659544343508
2011-05-10,0.028030314747461
2011-05-09,-0.204239540811815
2011-05-06,-0.201046042526331
2011-05-05,-0.206162066176254
2011-05-04,-0.020480964744045
2011-05-03,0.006011897312782
2011-05-02,0.069147889818372
2011-04-29,0.50571499321213
2011-04-28,0.43623210866877
2011-04-27,0.608162197656823
2011-04-26,0.468369620938056
2011-04-25,0.563307610369146
2011-04-22,
2011-04-21,0.639700826207101
2011-04-20,0.549293800171093
2011-04-19,0.240400221962149
2011-04-18,0.272173472612972
2011-04-15,0.481387678538348
2011-04-14,0.753881409114949
2011-04-13,0.65230821657429
2011-04-12,0.735515123819189
2011-04-11,1.10965355630174
2011-04-08,1.0484027405544
2011-04-07,0.921080979418933
2011-04-06,0.88722251848587
2011-04-05,0.555998399660862
2011-04-04,0.262309853457445
2011-04-01,0.229523840655254
2011-03-31,0.393606266613344
2011-03-30,0.348189182678607
2011-03-29,0.413023398148679
2011-03-28,0.270785711862146
2011-03-25,0.16661038876305
2011-03-24,-0.05125018503533
2011-03-23,-0.283186040509651
2011-03-22,-0.30817037097184
2011-03-21,-0.411365408115798
2011-03-18,-0.785189233554415
2011-03-17,-1.08448181264428
2011-03-16,-1.27449733290882
2011-03-15,-1.04626489901304
2011-03-14,-0.487774047171932
2011-03-11,-0.264319375980864
2011-03-10,-0.153392882412935
2011-03-09,0.32570825935643
2011-03-08,0.557095734258265
2011-03-07,0.427534916460325
2011-03-04,0.400121564218683
2011-03-03,0.758712891834852
2011-03-02,0.272801543505963
2011-03-01,0.094724403800839
2011-02-28,1.43570437637975
2011-02-25,1.4254360415992
2011-02-24,1.3995188472908
2011-02-23,1.63337438558131
2011-02-22,1.65960351441257
2011-02-21,
2011-02-18,2.11214899803603
2011-02-17,1.99953058075064
2011-02-16,2.07472485432964
2011-02-15,1.9574824416396
2011-02-14,1.96731341676894
2011-02-11,1.94819842242942
2011-02-10,2.08188495225952
2011-02-09,1.93075058713863
2011-02-08,2.17830807992512
2011-02-07,1.7358796283011
2011-02-04,1.56281905432658
2011-02-03,1.00795434340322
2011-02-02,0.714014763752971
2011-02-01,0.351679312038716
2011-01-31,1.9961275762281
2011-01-28,1.84843027953642
2011-01-27,1.97914875017477
2011-01-26,2.06945754462354
2011-01-25,1.66159168260419
2011-01-24,1.82673348351856
2011-01-21,1.70638445641461
2011-01-20,1.77398267470678
2011-01-19,1.38290325084074
2011-01-18,1.4356290432257
2011-01-17,
2011-01-14,1.20444365864716
2011-01-13,1.05190120922854
2011-01-12,1.12454604765371
2011-01-11,0.950371946362573
2011-01-10,0.743412062126846
2011-01-07,0.874855714073509
2011-01-06,1.2079314571091
2011-01-05,1.27090316398758
2011-01-04,0.678570312824919
2011-01-03,0.438220127814988
2010-12-31,3.37002596283806
2010-12-30,3.5181703006385
2010-12-29,3.30343355837382
2010-12-28,3.74058098641435
2010-12-27,3.26809244171482
2010-12-24,
2010-12-23,3.28439134208122
2010-12-22,3.04562428929919
2010-12-21,2.83513524892254
2010-12-20,2.73122189697001
2010-12-17,2.62116992898887
2010-12-16,3.02209363554517
2010-12-15,3.15880629231294
2010-12-14,3.09207780569813
2010-12-13,2.56057098640643
2010-12-10,2.66358774413075
2010-12-09,2.45689834849303
2010-12-08,2.37560296364715
2010-12-07,2.13996301082361
2010-12-06,1.11524870853369
2010-12-03,1.27260256800946
2010-12-02,1.22620480042236
2010-12-01,0.803610570939032
2010-11-30,-0.566166831481714
2010-11-29,-0.212487995767613
2010-11-26,0.074623673665121
2010-11-25,
2010-11-24,0.1740402773058
2010-11-23,-0.199629332561385
2010-11-22,0.320164539105483
2010-11-19,0.628987654459562
2010-11-18,0.749784147886467
2010-11-17,0.41255583577873
2010-11-16,0.44484098956944
2010-11-15,1.20549121754909
2010-11-12,0.952255120959207
2010-11-11,
2010-11-10,0.865251898494804
2010-11-09,1.29170828497708
2010-11-08,0.848307125970974
2010-11-05,0.62467067114525
2010-11-04,0.193946694701753
2010-11-03,0.153996069292385
2010-11-02,0.018352070599486
2010-11-01,0.033669452094116
2010-10-29,2.39468516828228
2010-10-28,2.54315594738533
2010-10-27,2.65399633180929
2010-10-26,2.39770097124024
2010-10-25,1.95329512030104
2010-10-22,1.72846531705411
2010-10-21,1.55278589105583
2010-10-20,1.28515717072196
2010-10-19,1.34850341675178
2010-10-18,1.42450048395508
2010-10-15,1.61905932226898
2010-10-14,1.47541324969989
2010-10-13,1.32996892044466
2010-10-12,1.0695781770374
2010-10-11,
2010-10-08,0.757864225261362
2010-10-07,0.737803992695688
2010-10-06,0.588394954975562
2010-10-05,0.471941367469291
2010-10-04,0.265278989897183
2010-10-01,0.235159481660876
2010-09-30,2.77861739283462
2010-09-29,2.62497314042165
2010-09-28,2.38835224563695
2010-09-27,2.47429790052579
2010-09-24,2.59378607340848
2010-09-23,2.35728370096238
2010-09-22,2.46439648725794
2010-09-21,2.59015962604292
2010-09-20,2.88170473044018
2010-09-17,2.79643057897723
2010-09-16,2.76080344671943
2010-09-15,2.47753889315074
2010-09-14,2.26806353293915
2010-09-13,2.34557158353863
2010-09-10,2.23333466631992
2010-09-09,1.9134831996592
2010-09-08,1.37416987584048
2010-09-07,1.05134366305537
2010-09-06,
2010-09-03,1.18949201624866
2010-09-02,0.826668136159547
2010-09-01,0.533107895667307
2010-08-31,-1.38420440416373
2010-08-30,-1.09458927902176
2010-08-27,-0.828803797350709
2010-08-26,-1.28813323324182
2010-08-25,-1.22644088017481
2010-08-24,-1.26407112617116
2010-08-23,-0.83104009143813
2010-08-20,-0.837396911287155
2010-08-19,-0.882124180628752
2010-08-18,-0.727010365191345
2010-08-17,-0.85755579288108
2010-08-16,-1.17731015732141
2010-08-13,-0.946739600368076
2010-08-12,-0.783703340031138
2010-08-11,-0.532098935665176
2010-08-10,0.140037518730015
2010-08-09,0.372350410206148
2010-08-06,0.190808720619282
2010-08-05,0.442133227800669
2010-08-04,0.528336111266759
2010-08-03,0.240093210547462
2010-08-02,0.328711692692744
2010-07-30,2.76791190056693
2010-07-29,3.16388891996569
2010-07-28,3.2476383828982
2010-07-27,3.37119818718028
2010-07-26,2.91393165361303
2010-07-23,2.64455962011206
2010-07-22,2.24645574642316
2010-07-21,1.93841875606923
2010-07-20,1.76812319063683
2010-07-19,1.81883892324649
2010-07-16,1.69678410758469
2010-07-15,1.7537802398654
2010-07-14,1.94148629725028
2010-07-13,2.01080736549222
2010-07-12,1.39967853798078
2010-07-09,1.22579967019777
2010-07-08,0.798085030989645
2010-07-07,0.321882272339687
2010-07-06,0.136300470334855
2010-07-05,
2010-07-02,0.079322236443197
2010-07-01,-0.103531333665962
2010-06-30,-0.280748256454027
2010-06-29,-0.176393716887664
2010-06-28,0.413494270277015
2010-06-25,0.541270663038397
2010-06-24,0.601883340094114
2010-06-23,0.857553735224565
2010-06-22,1.141602351846
2010-06-21,1.46008285625423
2010-06-18,0.825817204413779
2010-06-17,0.453927284533985
2010-06-16,0.187495527200786
2010-06-15,-0.154500191966321
2010-06-14,-0.628467354842825
2010-06-11,-1.02757307399165
2010-06-10,-0.674590615717713
2010-06-09,-1.00307625026111
2010-06-08,-1.01912629330394
2010-06-07,-0.625125186290019
2010-06-04,-0.525539574703299
2010-06-03,0.313283332930956
2010-06-02,-0.144487777395848
2010-06-01,-0.229214492691597
2010-05-31,-4.92777659277044
2010-05-28,-4.92777659277044
2010-05-27,-4.94788463386119
2010-05-26,-5.5905350317247
2010-05-25,-6.3888453340035
2010-05-24,-5.3134203522877
2010-05-21,-5.58743440911243
2010-05-20,-5.19134712284028
2010-05-19,-3.83897158286577
2010-05-18,-3.27364354619185
2010-05-17,-2.90848613707784
2010-05-14,-2.84046511242357
2010-05-13,-1.93290052321485
2010-05-12,-2.09314165417402
2010-05-11,-2.72629505316097
2010-05-10,-2.42810807303125
2010-05-07,-3.40190077992832
2010-05-06,-2.5630086346154
2010-05-05,-1.03289349157665
2010-05-04,-0.240650329613085
2010-05-03,0.208726868096523
2010-04-30,1.49553488163834
2010-04-29,1.71238326476066
2010-04-28,1.82322185146388
2010-04-27,1.68011950917551
2010-04-26,2.14232695839365
2010-04-23,1.97634271636221
2010-04-22,1.72322899604879
2010-04-21,1.54444981311813
2010-04-20,1.57262810944294
2010-04-19,1.40220983177011
2010-04-16,1.41057368828421
2010-04-15,1.57826273881016
2010-04-14,1.34782981768973
2010-04-13,0.986357879479436
2010-04-12,0.937749073823209
2010-04-09,0.871110618032727
2010-04-08,0.753620756932264
2010-04-07,0.693734537102096
2010-04-06,0.922102201860412
2010-04-05,0.899442675978832
2010-04-02,0.510889552730866
2010-04-01,0.16735421635492
2010-03-31,3.84186594689609
2010-03-30,4.0808504702178
2010-03-29,4.00730937637709
2010-03-26,3.90348129613737
2010-03-25,3.91452671955655
2010-03-24,3.62594830333192
2010-03-23,3.02639108729735
2010-03-22,2.92385265566662
2010-03-19,3.11222306600711
2010-03-18,2.96133408002489
2010-03-17,2.61020846561656
2010-03-16,2.39972920554157
2010-03-15,2.55976026929241
2010-03-12,2.60179784801509
2010-03-11,2.4634417457831
2010-03-10,2.41971507256036
2010-03-09,2.07244252751362
2010-03-08,1.92069954159694
2010-03-05,1.46846217668284
2010-03-04,0.927903600475841
2010-03-03,0.782835811210766
2010-03-02,0.62117704851717
2010-03-01,0.263207681263624
2010-02-26,-0.235965964527549
2010-02-25,-0.245404632490473
2010-02-24,0.041001444938446
2010-02-23,0.009335811599078
2010-02-22,0.457982870495884
2010-02-19,0.150789912200263
2010-02-18,-0.255215408036139
2010-02-17,-0.859341493617994
2010-02-16,-1.79315389590398
2010-02-15,
2010-02-12,-1.85575112022301
2010-02-11,-1.60243527978699
2010-02-10,-1.43257720945257
2010-02-09,-1.20593288110957
2010-02-08,-1.1252881131212
2010-02-05,-1.04007249198321
2010-02-04,-0.12735140224146
2010-02-03,0.427921955018781
2010-02-02,0.080495422324476
2010-02-01,0.050177118773187
2010-01-29,-0.156452910408114
2010-01-28,0.04042366476413
2010-01-27,0.046470692761826
2010-01-26,-0.043530419875313
2010-01-25,0.020308733868965
2010-01-22,0.247105693216076
2010-01-21,0.701138114437393
2010-01-20,1.02728867278605
2010-01-19,1.25401416621335
2010-01-18,
2010-01-15,1.1890432755733
2010-01-14,1.47868095424193
2010-01-13,1.65215099704591
2010-01-12,1.44397199193905
2010-01-11,1.78503892983355
2010-01-08,1.64907067211441
2010-01-07,1.62258030303293
2010-01-06,1.01053554342884
2010-01-05,0.4399893134395
2010-01-04,0.287360818937937
2009-12-31,5.45174927577288
2009-12-30,5.10878512424379
2009-12-29,5.11575441741948
2009-12-28,5.0545029342038
2009-12-25,
2009-12-24,4.80190232044907
2009-12-23,4.55452705234907
2009-12-22,4.37767689334674
2009-12-21,4.03254864042977
2009-12-18,3.54519632851987
2009-12-17,3.27080550540239
2009-12-16,3.52404042418305
2009-12-15,3.34911681065163
2009-12-14,2.92287618031546
2009-12-11,2.56949399245116
2009-12-10,2.21877911304264
2009-12-09,1.88095190154029
2009-12-08,1.62258243012359
2009-12-07,1.776438679604
2009-12-04,1.75297603507639
2009-12-03,1.10792190979012
2009-12-02,0.697825337488576
2009-12-01,0.346072524711939
2009-11-30,-0.362150686505885
2009-11-27,-0.069896690749337
2009-11-26,
2009-11-25,0.214838471841085
2009-11-24,0.279491674065289
2009-11-23,0.430475325577448
2009-11-20,0.309444999379102
2009-11-19,0.293975249856187
2009-11-18,0.456690438209975
2009-11-17,0.302074031841771
2009-11-16,0.300847086238574
2009-11-13,0.494632805723166
2009-11-12,0.489898097992306
2009-11-11,
2009-11-10,0.514508993771347
2009-11-09,0.361671565854912
2009-11-06,0.199451912252576
2009-11-05,0.30221314203438
2009-11-04,0.294907693650015
2009-11-03,0.048996286545103
2009-11-02,0.056974181122538
2009-10-30,1.66839278515273
2009-10-29,2.06396619940938
2009-10-28,1.92902431763464
2009-10-27,2.41854442296677
2009-10-26,2.8360619161868
2009-10-23,2.42964210266943
2009-10-22,2.09665486575214
2009-10-21,1.93929296987522
2009-10-20,1.56019768334138
2009-10-19,1.48701573559578
2009-10-16,1.34643671223361
2009-10-15,1.31532480985962
2009-10-14,1.00774287116631
2009-10-13,0.338902893830476
2009-10-12,
2009-10-09,0.525522390971394
2009-10-08,0.007755428062008
2009-10-07,-0.458725491015835
2009-10-06,-0.261821619034971
2009-10-05,-0.669583609830656
2009-10-02,-0.940827210298382
2009-10-01,-0.627086166939233
2009-09-30,5.04226686544981
2009-09-29,5.25320360551075
2009-09-28,5.22861780069671
2009-09-25,5.31941996093562
2009-09-24,5.39754137404934
2009-09-23,5.28083372161278
2009-09-22,5.03697567657979
2009-09-21,4.73899277016067
2009-09-18,4.70370302975429
2009-09-17,4.26513567297601
2009-09-16,4.26345652060929
2009-09-15,3.21196380542953
2009-09-14,2.24525228631038
2009-09-11,1.4273095951911
2009-09-10,0.852635470921129
2009-09-09,0.763167061276872
2009-09-08,0.556731769645387
2009-09-07,
2009-09-04,0.18896666619167
2009-09-03,-0.211425124845515
2009-09-02,-0.392181558289086
2009-09-01,-0.195369668983703
2009-08-31,1.06177261397236
2009-08-28,1.2184213095413
2009-08-27,1.17552127432575
2009-08-26,1.00071657283692
2009-08-25,0.951693174218152
2009-08-24,0.923118678539928
2009-08-21,0.861683472890848
2009-08-20,0.242778996160845
2009-08-19,0.322458212209972
2009-08-18,0.580325603306569
2009-08-17,0.64189465265282
2009-08-14,1.47135230121251
2009-08-13,1.72195363660224
2009-08-12,2.24266986102828
2009-08-11,2.77228606571006
2009-08-10,3.01792092344584
2009-08-07,2.9975347166388
2009-08-06,2.26509975206133
2009-08-05,2.07559162358738
2009-08-04,1.53663191585149
2009-08-03,1.10145641426485
2009-07-31,5.66443010960385
2009-07-30,5.67720622951256
2009-07-29,5.16042330382028
2009-07-28,4.63794405444818
2009-07-27,4.16211289264327
2009-07-24,3.51671394968411
2009-07-23,3.075710854126
2009-07-22,1.87661994796726
2009-07-21,1.25161407928767
2009-07-20,1.04630375693711
2009-07-17,0.800782519002643
2009-07-16,0.179935355742055
2009-07-15,0.232282559932641
2009-07-14,-0.711152462399931
2009-07-13,-1.09579050772887
2009-07-10,-1.1942792328062
2009-07-09,-0.642614340192701
2009-07-08,-1.04058685587739
2009-07-07,-0.189776088072414
2009-07-06,-0.107378357500601
2009-07-03,
2009-07-02,0.054704986463725
2009-07-01,0.237390846072238
2009-06-30,3.15995960618823
2009-06-29,2.73466183456221
2009-06-26,2.5722048295879
2009-06-25,2.627066237833
2009-06-24,2.93089625829649
2009-06-23,2.83858922281608
2009-06-22,3.21959839067337
2009-06-19,3.89479183924076
2009-06-18,3.89780407213604
2009-06-17,3.98466660377804
2009-06-16,5.02230156425519
2009-06-15,5.32451496059769
2009-06-12,5.3831178671762
2009-06-11,5.26144458219669
2009-06-10,5.23166637014223
2009-06-09,4.59355876115235
2009-06-08,4.49022457144667
2009-06-05,4.08864328227242
2009-06-04,2.95013147750367
2009-06-03,2.26521351715106
2009-06-02,2.14197757512477
2009-06-01,1.44376755130016
2009-05-29,7.44326603508516
2009-05-28,7.59913884206443
2009-05-27,7.23395739053258
2009-05-26,6.28700416040792
2009-05-25,
2009-05-22,5.87293096892771
2009-05-21,5.31072108969499
2009-05-20,4.70345908283864
2009-05-19,3.90796080077635
2009-05-18,3.2812259006435
2009-05-15,2.81404020626826
2009-05-14,2.67979017177427
2009-05-13,3.29176920103331
2009-05-12,4.01845152204279
2009-05-11,4.24122744818692
2009-05-08,4.75142614447076
2009-05-07,4.22669950381415
2009-05-06,2.35139407888446
2009-05-05,1.73227931747521
2009-05-04,1.15159614450165
2009-05-01,0.444552508248447
2009-04-30,13.2135899614997
2009-04-29,11.2782282754678
2009-04-28,9.85890174773577
2009-04-27,9.28986361920642
2009-04-24,9.20898671667503
2009-04-23,8.03329899207863
2009-04-22,7.57022914303349
2009-04-21,7.14888001720429
2009-04-20,7.75550180258171
2009-04-17,8.11729660655873
2009-04-16,6.42703907293052
2009-04-15,5.29488904613491
2009-04-14,4.76773259539989
2009-04-13,4.03266848334124
2009-04-10,
2009-04-09,3.68111573727189
2009-04-08,2.89177871003886
2009-04-07,2.64637308232348
2009-04-06,2.59964378696271
2009-04-03,2.11604815037077
2009-04-02,1.07795853169534
2009-04-01,-0.274220191814145
2009-03-31,1.59307284109489
2009-03-30,1.81955090153238
2009-03-27,2.40736409014386
2009-03-26,1.88167675573481
2009-03-25,1.09406468378179
2009-03-24,0.351948292934659
2009-03-23,-0.15663772889499
2009-03-20,-1.00727575716015
2009-03-19,-1.16709031993367
2009-03-18,-2.08346000146261
2009-03-17,-0.497595306852535
2009-03-16,-0.843868255425832
2009-03-13,-2.02254895606946
2009-03-12,-2.58504001913796
2009-03-11,-2.77946146129684
2009-03-10,-3.78899297576403
2009-03-09,-4.4675368599736
2009-03-06,-4.01341240129144
2009-03-05,-3.85143970120688
2009-03-04,-2.69824107235866
2009-03-03,-2.22754073461998
2009-03-02,-1.47281066909833
2009-02-27,-2.67218641197294
2009-02-26,-2.12499844863784
2009-02-25,-2.09218418411764
2009-02-24,-2.41537740346212
2009-02-23,-1.17271363380814
2009-02-20,-1.12030093724099
2009-02-19,-0.229625684065714
2009-02-18,-0.832907962258174
2009-02-17,-0.452777445262821
2009-02-16,
2009-02-13,0.794271758409415
2009-02-12,0.476861161206249
2009-02-11,0.964331074414966
2009-02-10,1.19530507500819
2009-02-09,1.57721161480305
2009-02-06,1.18362040272583
2009-02-05,0.852981915613704
2009-02-04,0.612212638563504
2009-02-03,0.03359025567331
2009-02-02,-0.399845923007833
2009-01-30,7.51664506319382
2009-01-29,7.58084137829795
2009-01-28,6.87664281814524
2009-01-27,5.69056078237536
2009-01-26,5.83665138078782
2009-01-23,5.62573450288779
2009-01-22,5.78065409231707
2009-01-21,5.75270227533864
2009-01-20,5.46862067017178
2009-01-19,
2009-01-16,5.39508349620536
2009-01-15,4.65019613796523
2009-01-14,5.28411087571453
2009-01-13,6.3901291776923
2009-01-12,6.84064811144337
2009-01-09,6.75015046863291
2009-01-08,6.43861746081882
2009-01-07,7.27354842355626
2009-01-06,6.04722996587542
2009-01-05,3.0778589997669
2009-01-02,1.26462716330264
2008-12-31,5.68327334065303
2008-12-30,4.31555145459211
2008-12-29,1.98743781122723
2008-12-26,0.851837970309905
2008-12-25,
2008-12-24,0.059698592595264
2008-12-23,-0.233538195144164
2008-12-22,-1.28947767584549
2008-12-19,-2.31378535350664
2008-12-18,-3.31877906672315
2008-12-17,-4.16375486813963
2008-12-16,-4.84351764711757
2008-12-15,-4.47645574164861
2008-12-12,-4.6149757508585
2008-12-11,-3.19778248656883
2008-12-10,-2.14653220300627
2008-12-09,-1.94086115351492
2008-12-08,-2.10701450568408
2008-12-05,-2.75491084674152
2008-12-04,-2.11651278073303
2008-12-03,-1.61806346953337
2008-12-02,-0.887239403851977
2008-12-01,-0.978520776372063
2008-11-28,-13.6205050522411
2008-11-27,
2008-11-26,-13.8040104801639
2008-11-25,-14.0272224346785
2008-11-24,-13.6894659996468
2008-11-21,-14.1900579485743
2008-11-20,-12.9703764396716
2008-11-19,-9.90128950409243
2008-11-18,-7.44648057799227
2008-11-17,-5.51208500912613
2008-11-14,-4.61360185388904
2008-11-13,-3.47381825022409
2008-11-12,-2.80293284816739
2008-11-11,
2008-11-10,-1.08606675786586
2008-11-07,-0.879526659783199
2008-11-06,-0.429806081595834
2008-11-05,0.098955817072917
2008-11-04,-0.116696285459706
2008-11-03,-0.386527506198563
2008-10-31,-16.4972631918056
2008-10-30,-16.1180361648184
2008-10-29,-17.0485300562295
2008-10-28,-17.9864314542317
2008-10-27,-18.5693491884905
2008-10-24,-18.2499797249008
2008-10-23,-17.4635462045665
2008-10-22,-16.5940423873382
2008-10-21,-16.0454718140493
2008-10-20,-15.6656250973223
2008-10-17,-16.2180837524257
2008-10-16,-15.6886140905717
2008-10-15,-13.8762592404939
2008-10-14,-11.4909585645966
2008-10-13,
2008-10-10,-14.6122628273302
2008-10-09,-10.2318233328394
2008-10-08,-9.0423456633425
2008-10-07,-8.28772095354065
2008-10-06,-8.01455785409528
2008-10-03,-4.85874824633411
2008-10-02,-4.15696789886079
2008-10-01,-1.17367271658391
2008-09-30,-8.54828315019874
2008-09-29,-8.5926485812234
2008-09-26,-6.49082135118472
2008-09-25,-5.11114903273557
2008-09-24,-4.47840035755986
2008-09-23,-3.33240061254856
2008-09-22,-2.57386045121048
2008-09-19,-2.79691466840515
2008-09-18,-5.74301972699691
2008-09-17,-5.161361135395
2008-09-16,-3.85236240680144
2008-09-15,-2.96733389635404
2008-09-12,-0.61979100769386
2008-09-11,-0.989934410362829
2008-09-10,-0.787696462242888
2008-09-09,-0.728554201782749
2008-09-08,-0.377660638495191
2008-09-05,-0.880060646235849
2008-09-04,-0.912104562926482
2008-09-03,-0.676239852532576
2008-09-02,-0.312744208241149
2008-09-01,
2008-08-29,-0.739597544280073
2008-08-28,-0.892639711835649
2008-08-27,-1.14646635331117
2008-08-26,-1.07007770109197
2008-08-25,-1.15008982305236
2008-08-22,-0.861178471226039
2008-08-21,-1.04309546123988
2008-08-20,-1.10937811246984
2008-08-19,-0.824357506337145
2008-08-18,-0.578135260708562
2008-08-15,-0.453228488387242
2008-08-14,-0.461918602834659
2008-08-13,-0.217718637860212
2008-08-12,-0.388593486674379
2008-08-11,-0.257946733689892
2008-08-08,-0.63608360137246
2008-08-07,-0.704653540112067
2008-08-06,-0.210267395219577
2008-08-05,-0.503540232694823
